months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,capital_gains,capital_loss,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,policy_age_at_incident_days,car_age,is_weekend,claim_to_premium_ratio,vehicle_claim_pct,injury_claim_pct,is_new_customer,is_major_damage,is_highrisk_hobby,is_no_witness,is_exec_occupation,csl_per_person,csl_total,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Not Applicable,collision_type_Rear Collision,collision_type_Side Collision,authorities_contacted_Fire,authorities_contacted_Other,authorities_contacted_Police,policy_state_IN,policy_state_OH,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,auto_region_European,auto_region_Japanese,auto_region_Other,hour_bucket_Night,hour_bucket_Rush_Hour,zip3_risk_tier_elevated,zip3_risk_tier_high_risk,zip3_risk_tier_low_risk
153,34,1000,873.64,4000000,0,2.0,800,0,1.0,9,3,0,2,1,0,11400,11400,45600,3254,8,0,78.29311844695756,0.6666569202204646,0.16666423005511616,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
289,49,2000,1222.48,0,0,0.0,0,0,1.0,16,1,0,1,1,1,1230,820,3280,8019,14,1,4.359989529481055,0.6152691802663666,0.23072594259988746,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
13,21,1000,1556.31,0,1,2.0,0,-75000,3.0,19,3,1,2,0,1,8630,8630,77670,3015,1,0,60.99684510155432,0.8181731994817288,0.09090813327574765,0,0,0,1,0,100000,300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
295,48,1000,1332.07,0,0,6.0,49700,-59100,3.0,20,2,0,2,1,1,13240,13240,59580,8376,13,0,64.60621438813276,0.6922996479241468,0.15384436620536596,0,0,0,0,1,500000,1000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
208,36,2000,1209.41,5000000,1,0.0,0,0,3.0,15,3,1,0,1,0,11420,11420,39970,7071,16,0,51.93441430118818,0.6363535049593224,0.181815287131235,0,0,0,0,0,100000,300000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
256,41,2000,1415.74,6000000,0,5.0,48900,-62400,2.0,5,1,0,1,2,0,6340,6340,50720,8996,1,1,44.782234026021726,0.7999873819024936,0.0999984227378117,0,1,0,0,0,250000,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
332,47,2000,1083.01,0,1,6.0,91900,0,2.0,22,4,1,2,0,0,11040,11040,49680,8492,5,1,66.25977599468149,0.6922980448990399,0.15384400997756442,0,1,0,1,0,100000,300000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
237,40,1000,883.31,0,1,3.0,0,-53500,1.0,6,1,0,1,3,0,7080,14160,56640,6962,10,0,88.16836671157351,0.7272633890165766,0.09090792362707208,0,0,0,0,0,100000,300000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
245,41,2000,1212.0,0,1,4.0,24400,-60500,3.0,4,1,1,0,1,1,7350,14700,51450,520,16,0,60.64356435643565,0.6999904763200501,0.09999863947429287,0,0,0,0,1,500000,1000000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
303,50,2000,836.11,5000000,1,4.0,0,0,2.0,1,4,1,1,2,0,12140,6070,54630,6532,5,0,87.11772374448338,0.7499897036009939,0.16666437857799865,0,1,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
289,45,2000,1221.41,0,0,4.0,46700,-72500,0.0,9,1,0,2,1,0,300,300,2100,5601,9,0,2.2105599266421594,0.777489818585709,0.11106997408367271,0,0,0,0,0,250000,500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
169,38,1000,1555.94,0,1,5.0,23300,0,3.0,12,3,0,1,3,1,6590,13180,59310,3670,3,1,50.82458192475288,0.7499905160531607,0.0833322795614623,0,0,0,0,0,100000,300000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101,27,500,982.7,6000000,0,3.0,30800,-43700,1.0,9,1,0,1,0,0,940,470,3760,6260,14,0,5.26101556934975,0.7271320827692903,0.18178302069232258,0,0,0,1,0,500000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
380,53,2000,1166.62,6000000,1,2.0,0,0,0.0,23,1,0,0,3,0,570,570,4560,1371,14,0,4.88590972210317,0.7998596737414488,0.0999824592176811,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
446,61,1000,1232.79,0,0,1.0,49900,-62100,1.0,3,1,1,2,0,1,7050,14100,49350,5754,8,0,57.18735551067092,0.6999900710628219,0.09999858158040312,0,0,0,1,0,100000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
164,38,2000,1269.76,0,0,5.0,44300,0,1.0,4,1,0,1,3,1,18000,9000,63000,6287,0,1,70.87953629032258,0.699992222308641,0.19999777780246886,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
78,27,500,1060.88,0,1,0.0,0,-66500,0.0,4,1,0,0,3,0,550,1100,4400,8375,6,0,5.702812759218761,0.7271525367707817,0.09089406709634772,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
369,53,2000,1459.93,0,0,4.0,0,0,3.0,10,2,1,1,3,0,7090,14180,56720,7205,3,0,53.4203694697691,0.7272634021874319,0.09090792527342899,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,44,2000,1188.51,0,1,3.0,0,-65800,3.0,15,3,0,1,2,0,6110,12220,42770,5195,7,0,51.40890695071981,0.6999885435590252,0.09999836336557504,0,0,0,0,0,250000,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61,25,2000,988.06,0,0,4.0,0,0,1.0,1,3,1,1,0,0,4040,4040,24240,6216,15,0,32.71056413578123,0.7499767952724234,0.12499613254540391,0,0,0,1,0,100000,300000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
431,54,2000,1155.55,0,0,6.0,65700,0,2.0,4,3,0,2,0,0,12460,6230,43610,4440,8,0,53.91372073904202,0.6999887642252933,0.19999678977865523,0,1,0,1,0,500000,1000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
267,40,500,1155.53,5000000,1,0.0,0,-35200,0.0,5,1,0,0,2,0,1260,630,3780,1933,18,1,4.906839285868823,0.6665491095044965,0.22218303650149884,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
79,26,500,1451.62,0,1,2.0,0,-55700,1.0,19,1,0,2,2,0,8000,4000,28000,7180,5,1,27.555420840164782,0.6999825004374891,0.19999500012499688,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
108,31,2000,1175.7,0,1,4.0,0,0,3.0,14,1,0,0,2,0,6370,6370,44590,3359,9,0,48.76243939780556,0.7777642113341822,0.11110917304774032,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
254,46,2000,1472.43,0,1,6.0,0,-90600,2.0,3,3,0,1,3,1,5780,11560,46240,3831,11,1,43.18032096602215,0.7272612887497837,0.09090766109372296,0,1,0,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
143,34,500,1442.27,0,1,3.0,67900,0,1.0,10,1,0,2,3,1,11700,5850,40950,335,16,0,40.56105999570122,0.6999880343925745,0.1999965812550213,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
239,38,1000,1276.73,5000000,0,4.0,0,0,2.0,12,3,0,1,3,0,6880,6880,48160,8944,12,0,48.49889953239918,0.7777652169700102,0.11110931671000146,0,1,0,0,0,250000,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
119,32,1000,993.51,0,1,1.0,0,-49500,1.0,12,1,0,0,3,1,5630,11260,39410,216,4,0,56.66777385230144,0.6999875668282979,0.09999822383261399,0,0,0,0,0,500000,1000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
210,37,2000,1048.46,0,1,1.0,59900,0,0.0,9,1,0,1,2,0,1180,590,5310,3075,16,0,6.7527611926062985,0.7498940827566728,0.16664312950148283,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
192,40,1000,1405.99,0,0,2.0,0,0,1.0,18,3,1,1,0,1,9540,4770,28620,3972,10,1,30.533645331759118,0.6666511378723999,0.22221704595746664,0,0,0,1,0,100000,300000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
380,56,1000,1570.86,0,1,6.0,66000,0,3.0,10,1,0,0,1,1,7270,7270,43620,3714,19,0,37.02430515768433,0.7499871047609222,0.12499785079348705,0,0,1,0,0,100000,300000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
163,36,1000,1503.21,0,1,6.0,55700,-49900,3.0,1,1,1,2,1,0,5710,11420,34260,5511,2,1,34.18684016205321,0.6666536942266156,0.11110894903776926,0,0,1,0,0,250000,500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
165,33,1000,1427.14,0,0,2.0,35300,-58100,1.0,3,1,0,1,1,0,330,330,2310,2884,7,1,2.0810852474179127,0.7775159878828677,0.11107371255469539,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
280,43,1000,1559.34,0,1,0.0,0,-51600,3.0,1,1,0,0,2,0,14000,7000,56000,938,11,0,49.37986584067619,0.7272632822950351,0.18181582057375878,0,0,0,0,0,100000,300000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
19,29,500,1304.35,0,1,0.0,0,0,3.0,6,3,0,0,2,0,11600,11600,52200,4502,10,1,57.8065703223828,0.6922985106298325,0.1538441134732961,0,0,1,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
129,28,1000,1377.94,0,1,4.0,0,0,2.0,23,1,0,2,3,0,9920,4960,29760,9129,10,1,32.39618561040393,0.6666517327120808,0.22221724423736028,0,1,0,0,0,500000,1000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
227,38,500,976.67,0,0,5.0,0,0,2.0,16,1,0,1,2,0,14440,7220,50540,451,2,0,73.92466237316596,0.6999903048434232,0.19999722995526378,0,1,0,0,0,500000,1000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
229,41,2000,1107.59,3000000,1,5.0,65400,0,2.0,23,1,0,1,3,0,10440,10440,41760,5882,6,0,56.5552235032819,0.6666560240098338,0.16666400600245845,0,1,1,0,0,250000,500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
138,33,500,1362.87,5000000,0,0.0,56900,-56900,1.0,6,1,0,2,0,0,14740,14740,66330,6611,8,0,70.30017536522193,0.6923004665435075,0.15384454812077944,0,0,0,1,1,250000,500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
200,40,1000,1439.34,0,0,1.0,45300,-20400,1.0,9,1,0,0,0,0,410,410,2870,1696,0,0,2.5636750177164536,0.7775670549986453,0.11108100785694934,0,0,0,1,0,100000,300000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
123,31,500,1326.0,0,0,2.0,0,-54600,3.0,13,1,0,1,2,0,12020,12020,48080,3483,6,0,54.38914027149321,0.6666574229420003,0.16666435573550006,0,0,0,0,0,250000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
239,39,500,1396.83,0,0,4.0,0,0,2.0,0,4,0,0,3,0,6990,13980,55920,8964,8,0,55.046068598183034,0.7272632687830826,0.09090790859788532,0,1,0,0,0,100000,300000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
328,49,500,1434.51,0,0,4.0,0,0,3.0,19,1,0,0,2,1,8930,8930,53580,4893,10,0,49.80097733720922,0.7499895018266821,0.12499825030444703,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
75,25,1000,1389.86,0,0,2.0,0,0,3.0,23,2,0,2,3,1,6510,6510,52080,1143,4,1,46.83924999640252,0.7999877114022826,0.09999846392528533,0,0,0,0,0,500000,1000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
